id,user_id,work_date,check_in_time,check_out_time,work_hours,status,created_at
732,12,2026-01-19,2026-01-19 09:11:00,2026-01-19 18:10:00,8.98,normal,2026-01-19 20:00:00
733,13,2026-01-19,2026-01-19 09:03:00,2026-01-19 17:19:00,8.26,normal,2026-01-19 20:00:00
734,14,2026-01-19,2026-01-19 09:17:00,2026-01-19 17:11:00,7.9,normal,2026-01-19 20:00:00
735,15,2026-01-19,,,0,absent,2026-01-19 20:00:00
736,16,2026-01-19,,,0,absent,2026-01-19 20:00:00
737,17,2026-01-19,2026-01-19 09:25:00,2026-01-19 17:59:00,8.57,normal,2026-01-19 20:00:00
738,18,2026-01-19,2026-01-19 09:01:00,2026-01-19 16:39:00,7.63,normal,2026-01-19 20:00:00
739,19,2026-01-19,2026-01-19 09:34:00,2026-01-19 16:57:00,7.38,normal,2026-01-19 20:00:00
740,20,2026-01-19,2026-01-19 09:39:00,2026-01-19 20:24:00,10.74,overtime,2026-01-19 20:00:00
741,21,2026-01-19,2026-01-19 09:27:00,2026-01-19 18:25:00,8.96,normal,2026-01-19 20:00:00
742,22,2026-01-19,2026-01-19 09:09:00,2026-01-19 16:12:00,7.05,normal,2026-01-19 20:00:00
743,23,2026-01-19,2026-01-19 09:31:00,2026-01-19 16:36:00,7.08,normal,2026-01-19 20:00:00
744,24,2026-01-19,2026-01-19 09:09:00,2026-01-19 17:31:00,8.37,normal,2026-01-19 20:00:00
745,25,2026-01-19,2026-01-19 09:38:00,2026-01-19 17:47:00,8.14,normal,2026-01-19 20:00:00
746,26,2026-01-19,2026-01-19 09:19:00,2026-01-19 19:27:00,10.14,overtime,2026-01-19 20:00:00
747,27,2026-01-19,2026-01-19 09:11:00,2026-01-19 15:33:00,6.36,late,2026-01-19 20:00:00
748,28,2026-01-19,2026-01-19 09:32:00,2026-01-19 18:21:00,8.82,normal,2026-01-19 20:00:00
749,29,2026-01-19,2026-01-19 09:24:00,2026-01-19 17:32:00,8.13,normal,2026-01-19 20:00:00
750,30,2026-01-19,2026-01-19 09:33:00,2026-01-19 18:33:00,9,normal,2026-01-19 20:00:00
751,31,2026-01-19,2026-01-19 09:27:00,2026-01-19 19:24:00,9.95,overtime,2026-01-19 20:00:00
752,32,2026-01-19,2026-01-19 09:04:00,2026-01-19 17:26:00,8.37,normal,2026-01-19 20:00:00
753,33,2026-01-19,2026-01-19 09:16:00,2026-01-19 18:46:00,9.5,overtime,2026-01-19 20:00:00
754,34,2026-01-19,2026-01-19 09:03:00,2026-01-19 14:57:00,5.91,late,2026-01-19 20:00:00
755,35,2026-01-19,2026-01-19 09:31:00,2026-01-19 18:04:00,8.55,normal,2026-01-19 20:00:00
756,36,2026-01-19,2026-01-19 09:01:00,2026-01-19 17:31:00,8.5,normal,2026-01-19 20:00:00
757,37,2026-01-19,2026-01-19 09:26:00,2026-01-19 17:34:00,8.14,normal,2026-01-19 20:00:00
758,38,2026-01-19,2026-01-19 09:25:00,2026-01-19 17:44:00,8.32,normal,2026-01-19 20:00:00
759,39,2026-01-19,2026-01-19 09:36:00,2026-01-19 20:12:00,10.6,overtime,2026-01-19 20:00:00
760,40,2026-01-19,2026-01-19 09:14:00,2026-01-19 17:49:00,8.59,normal,2026-01-19 20:00:00
761,41,2026-01-19,2026-01-19 09:19:00,2026-01-19 17:34:00,8.26,normal,2026-01-19 20:00:00
762,42,2026-01-19,2026-01-19 09:02:00,2026-01-19 17:42:00,8.67,normal,2026-01-19 20:00:00
763,43,2026-01-19,2026-01-19 09:02:00,2026-01-19 15:11:00,6.15,late,2026-01-19 20:00:00
764,44,2026-01-19,2026-01-19 09:36:00,2026-01-19 20:00:00,10.39,overtime,2026-01-19 20:00:00
765,45,2026-01-19,2026-01-19 09:06:00,2026-01-19 17:03:00,7.94,normal,2026-01-19 20:00:00
766,46,2026-01-19,2026-01-19 09:29:00,2026-01-19 17:54:00,8.42,normal,2026-01-19 20:00:00
767,47,2026-01-19,2026-01-19 09:17:00,2026-01-19 18:00:00,8.72,normal,2026-01-19 20:00:00
768,48,2026-01-19,2026-01-19 09:14:00,2026-01-19 17:07:00,7.89,normal,2026-01-19 20:00:00
769,49,2026-01-19,2026-01-19 09:04:00,2026-01-19 16:05:00,7.01,normal,2026-01-19 20:00:00
770,50,2026-01-19,2026-01-19 09:31:00,2026-01-19 16:08:00,6.62,late,2026-01-19 20:00:00
771,51,2026-01-19,2026-01-19 09:18:00,2026-01-19 18:05:00,8.78,normal,2026-01-19 20:00:00
772,52,2026-01-19,2026-01-19 09:03:00,2026-01-19 20:13:00,11.16,overtime,2026-01-19 20:00:00
773,53,2026-01-19,2026-01-19 09:05:00,2026-01-19 16:52:00,7.78,normal,2026-01-19 20:00:00
774,54,2026-01-19,2026-01-19 09:08:00,2026-01-19 17:08:00,8,normal,2026-01-19 20:00:00
775,55,2026-01-19,2026-01-19 09:09:00,2026-01-19 16:49:00,7.67,normal,2026-01-19 20:00:00
776,56,2026-01-19,2026-01-19 09:41:00,2026-01-19 17:10:00,7.48,normal,2026-01-19 20:00:00
777,57,2026-01-19,2026-01-19 09:23:00,2026-01-19 18:15:00,8.87,normal,2026-01-19 20:00:00
778,58,2026-01-19,2026-01-19 09:16:00,2026-01-19 18:41:00,9.42,overtime,2026-01-19 20:00:00
779,59,2026-01-19,2026-01-19 09:12:00,2026-01-19 17:51:00,8.65,normal,2026-01-19 20:00:00
780,60,2026-01-19,2026-01-19 09:35:00,2026-01-19 18:25:00,8.84,normal,2026-01-19 20:00:00
781,1,2026-01-20,2026-01-20 09:14:00,2026-01-20 17:18:00,8.06,normal,2026-01-20 20:00:00
782,2,2026-01-20,2026-01-20 09:27:00,2026-01-20 16:51:00,7.41,normal,2026-01-20 20:00:00
783,3,2026-01-20,2026-01-20 09:17:00,2026-01-20 18:04:00,8.79,normal,2026-01-20 20:00:00
784,4,2026-01-20,2026-01-20 09:02:00,2026-01-20 17:03:00,8.01,normal,2026-01-20 20:00:00
785,5,2026-01-20,2026-01-20 09:39:00,2026-01-20 17:01:00,7.37,normal,2026-01-20 20:00:00
786,6,2026-01-20,2026-01-20 09:16:00,2026-01-20 16:24:00,7.13,normal,2026-01-20 20:00:00
787,7,2026-01-20,,,0,absent,2026-01-20 20:00:00
788,8,2026-01-20,2026-01-20 09:26:00,2026-01-20 16:41:00,7.25,normal,2026-01-20 20:00:00
789,9,2026-01-20,2026-01-20 09:43:00,2026-01-20 18:16:00,8.56,normal,2026-01-20 20:00:00
790,10,2026-01-20,2026-01-20 09:04:00,2026-01-20 17:54:00,8.84,normal,2026-01-20 20:00:00
791,11,2026-01-20,2026-01-20 09:09:00,2026-01-20 16:35:00,7.43,normal,2026-01-20 20:00:00
792,12,2026-01-20,2026-01-20 09:44:00,2026-01-20 18:23:00,8.65,normal,2026-01-20 20:00:00
793,13,2026-01-20,,,0,absent,2026-01-20 20:00:00
794,14,2026-01-20,2026-01-20 09:01:00,2026-01-20 17:02:00,8.02,normal,2026-01-20 20:00:00
795,15,2026-01-20,2026-01-20 09:12:00,2026-01-20 16:54:00,7.7,normal,2026-01-20 20:00:00
796,16,2026-01-20,2026-01-20 09:21:00,2026-01-20 17:41:00,8.34,normal,2026-01-20 20:00:00
797,17,2026-01-20,2026-01-20 09:00:00,2026-01-20 14:33:00,5.55,late,2026-01-20 20:00:00
798,18,2026-01-20,2026-01-20 09:32:00,2026-01-20 20:09:00,10.62,overtime,2026-01-20 20:00:00
799,19,2026-01-20,2026-01-20 09:00:00,2026-01-20 15:05:00,6.08,late,2026-01-20 20:00:00
800,20,2026-01-20,2026-01-20 09:17:00,2026-01-20 16:51:00,7.57,normal,2026-01-20 20:00:00
801,21,2026-01-20,2026-01-20 09:17:00,2026-01-20 16:43:00,7.44,normal,2026-01-20 20:00:00
802,22,2026-01-20,2026-01-20 09:30:00,2026-01-20 17:47:00,8.28,normal,2026-01-20 20:00:00
803,23,2026-01-20,2026-01-20 09:06:00,2026-01-20 18:05:00,8.98,normal,2026-01-20 20:00:00
804,24,2026-01-20,2026-01-20 09:10:00,2026-01-20 16:42:00,7.53,normal,2026-01-20 20:00:00
805,25,2026-01-20,2026-01-20 09:40:00,2026-01-20 16:55:00,7.25,normal,2026-01-20 20:00:00
806,26,2026-01-20,2026-01-20 09:34:00,2026-01-20 18:03:00,8.48,normal,2026-01-20 20:00:00
807,27,2026-01-20,2026-01-20 09:03:00,2026-01-20 16:44:00,7.68,normal,2026-01-20 20:00:00
808,28,2026-01-20,2026-01-20 09:32:00,2026-01-20 18:03:00,8.52,normal,2026-01-20 20:00:00
809,29,2026-01-20,2026-01-20 09:42:00,2026-01-20 18:18:00,8.61,normal,2026-01-20 20:00:00
810,30,2026-01-20,2026-01-20 09:11:00,2026-01-20 16:24:00,7.22,normal,2026-01-20 20:00:00
811,31,2026-01-20,2026-01-20 09:26:00,2026-01-20 15:44:00,6.31,late,2026-01-20 20:00:00
812,32,2026-01-20,2026-01-20 09:36:00,2026-01-20 19:31:00,9.92,overtime,2026-01-20 20:00:00
813,33,2026-01-20,2026-01-20 09:37:00,2026-01-20 17:42:00,8.09,normal,2026-01-20 20:00:00
814,34,2026-01-20,2026-01-20 09:30:00,2026-01-20 17:15:00,7.76,normal,2026-01-20 20:00:00
815,35,2026-01-20,2026-01-20 09:26:00,2026-01-20 17:38:00,8.21,normal,2026-01-20 20:00:00
816,36,2026-01-20,2026-01-20 09:04:00,2026-01-20 17:39:00,8.59,normal,2026-01-20 20:00:00
817,37,2026-01-20,2026-01-20 09:26:00,2026-01-20 18:55:00,9.48,overtime,2026-01-20 20:00:00
818,38,2026-01-20,2026-01-20 09:28:00,2026-01-20 16:32:00,7.06,normal,2026-01-20 20:00:00
819,39,2026-01-20,2026-01-20 09:05:00,2026-01-20 16:26:00,7.36,normal,2026-01-20 20:00:00
820,40,2026-01-20,2026-01-20 09:28:00,2026-01-20 18:02:00,8.57,normal,2026-01-20 20:00:00
821,41,2026-01-20,2026-01-20 09:32:00,2026-01-20 17:13:00,7.69,normal,2026-01-20 20:00:00
822,42,2026-01-20,2026-01-20 09:32:00,2026-01-20 16:48:00,7.27,normal,2026-01-20 20:00:00
823,43,2026-01-20,2026-01-20 09:02:00,2026-01-20 19:37:00,10.59,overtime,2026-01-20 20:00:00
824,44,2026-01-20,2026-01-20 09:21:00,2026-01-20 17:42:00,8.35,normal,2026-01-20 20:00:00
825,45,2026-01-20,2026-01-20 09:39:00,2026-01-20 19:28:00,9.81,overtime,2026-01-20 20:00:00
826,46,2026-01-20,2026-01-20 09:32:00,2026-01-20 17:33:00,8.02,normal,2026-01-20 20:00:00
827,47,2026-01-20,2026-01-20 09:32:00,2026-01-20 17:16:00,7.74,normal,2026-01-20 20:00:00
828,48,2026-01-20,2026-01-20 09:23:00,2026-01-20 17:58:00,8.59,normal,2026-01-20 20:00:00
829,49,2026-01-20,2026-01-20 09:43:00,2026-01-20 17:04:00,7.35,normal,2026-01-20 20:00:00
830,50,2026-01-20,,,0,absent,2026-01-20 20:00:00
831,51,2026-01-20,2026-01-20 09:30:00,2026-01-20 18:27:00,8.95,normal,2026-01-20 20:00:00
832,52,2026-01-20,2026-01-20 09:30:00,2026-01-20 17:42:00,8.2,normal,2026-01-20 20:00:00
833,53,2026-01-20,2026-01-20 09:43:00,2026-01-20 18:03:00,8.33,normal,2026-01-20 20:00:00
834,54,2026-01-20,2026-01-20 09:13:00,2026-01-20 17:41:00,8.47,normal,2026-01-20 20:00:00
835,55,2026-01-20,2026-01-20 09:01:00,2026-01-20 16:45:00,7.74,normal,2026-01-20 20:00:00
836,56,2026-01-20,2026-01-20 09:30:00,2026-01-20 16:31:00,7.01,normal,2026-01-20 20:00:00
837,57,2026-01-20,2026-01-20 09:40:00,2026-01-20 18:19:00,8.65,normal,2026-01-20 20:00:00
838,58,2026-01-20,2026-01-20 09:33:00,2026-01-20 16:50:00,7.28,late,2026-01-20 20:00:00
839,59,2026-01-20,2026-01-20 09:11:00,2026-01-20 17:30:00,8.31,normal,2026-01-20 20:00:00
840,60,2026-01-20,2026-01-20 09:00:00,2026-01-20 16:24:00,7.39,normal,2026-01-20 20:00:00
841,1,2026-01-21,2026-01-21 09:17:00,2026-01-21 17:54:00,8.61,normal,2026-01-21 20:00:00
842,2,2026-01-21,2026-01-21 09:35:00,2026-01-21 16:48:00,7.21,normal,2026-01-21 20:00:00
843,3,2026-01-21,2026-01-21 09:26:00,2026-01-21 17:46:00,8.34,normal,2026-01-21 20:00:00
844,4,2026-01-21,2026-01-21 09:24:00,2026-01-21 18:11:00,8.78,normal,2026-01-21 20:00:00
845,5,2026-01-21,2026-01-21 09:14:00,2026-01-21 17:19:00,8.08,normal,2026-01-21 20:00:00
846,6,2026-01-21,2026-01-21 09:28:00,2026-01-21 17:50:00,8.37,normal,2026-01-21 20:00:00
847,7,2026-01-21,2026-01-21 09:44:00,2026-01-21 18:20:00,8.6,normal,2026-01-21 20:00:00
848,8,2026-01-21,2026-01-21 09:29:00,2026-01-21 17:00:00,7.52,normal,2026-01-21 20:00:00
849,9,2026-01-21,2026-01-21 09:08:00,2026-01-21 16:19:00,7.18,normal,2026-01-21 20:00:00
850,10,2026-01-21,2026-01-21 09:44:00,2026-01-21 20:00:00,10.26,overtime,2026-01-21 20:00:00
851,11,2026-01-21,2026-01-21 09:18:00,2026-01-21 16:59:00,7.68,normal,2026-01-21 20:00:00
852,12,2026-01-21,2026-01-21 09:16:00,2026-01-21 17:20:00,8.07,normal,2026-01-21 20:00:00
853,13,2026-01-21,2026-01-21 09:34:00,2026-01-21 18:01:00,8.45,normal,2026-01-21 20:00:00
854,14,2026-01-21,2026-01-21 09:27:00,2026-01-21 18:09:00,8.69,normal,2026-01-21 20:00:00
855,15,2026-01-21,2026-01-21 09:20:00,2026-01-21 16:39:00,7.31,normal,2026-01-21 20:00:00
856,16,2026-01-21,2026-01-21 09:19:00,2026-01-21 17:42:00,8.38,normal,2026-01-21 20:00:00
857,17,2026-01-21,2026-01-21 09:38:00,2026-01-21 18:25:00,8.79,normal,2026-01-21 20:00:00
858,18,2026-01-21,2026-01-21 09:12:00,2026-01-21 16:55:00,7.72,normal,2026-01-21 20:00:00
859,19,2026-01-21,2026-01-21 09:28:00,2026-01-21 17:42:00,8.24,normal,2026-01-21 20:00:00
860,20,2026-01-21,2026-01-21 09:41:00,2026-01-21 18:34:00,8.88,normal,2026-01-21 20:00:00
861,21,2026-01-21,2026-01-21 09:44:00,2026-01-21 16:40:00,6.94,late,2026-01-21 20:00:00
862,22,2026-01-21,2026-01-21 09:34:00,2026-01-21 18:32:00,8.97,normal,2026-01-21 20:00:00
863,23,2026-01-21,2026-01-21 09:02:00,2026-01-21 17:50:00,8.81,normal,2026-01-21 20:00:00
864,24,2026-01-21,2026-01-21 09:17:00,2026-01-21 17:25:00,8.14,normal,2026-01-21 20:00:00
865,25,2026-01-21,2026-01-21 09:36:00,2026-01-21 17:20:00,7.74,normal,2026-01-21 20:00:00
866,26,2026-01-21,2026-01-21 09:19:00,2026-01-21 20:33:00,11.24,overtime,2026-01-21 20:00:00
867,27,2026-01-21,2026-01-21 09:04:00,2026-01-21 15:19:00,6.25,late,2026-01-21 20:00:00
868,28,2026-01-21,2026-01-21 09:10:00,2026-01-21 18:07:00,8.96,normal,2026-01-21 20:00:00
869,29,2026-01-21,,,0,absent,2026-01-21 20:00:00
870,30,2026-01-21,2026-01-21 09:21:00,2026-01-21 16:54:00,7.55,normal,2026-01-21 20:00:00
871,31,2026-01-21,2026-01-21 09:39:00,2026-01-21 17:43:00,8.06,normal,2026-01-21 20:00:00
872,32,2026-01-21,2026-01-21 09:21:00,2026-01-21 17:06:00,7.75,normal,2026-01-21 20:00:00
873,33,2026-01-21,,,0,absent,2026-01-21 20:00:00
874,34,2026-01-21,2026-01-21 09:09:00,2026-01-21 17:27:00,8.3,normal,2026-01-21 20:00:00
875,35,2026-01-21,2026-01-21 09:27:00,2026-01-21 17:20:00,7.88,normal,2026-01-21 20:00:00
876,36,2026-01-21,2026-01-21 09:40:00,2026-01-21 18:08:00,8.47,normal,2026-01-21 20:00:00
877,37,2026-01-21,2026-01-21 09:22:00,2026-01-21 17:03:00,7.68,normal,2026-01-21 20:00:00
878,38,2026-01-21,2026-01-21 09:28:00,2026-01-21 16:25:00,6.95,late,2026-01-21 20:00:00
879,39,2026-01-21,2026-01-21 09:36:00,2026-01-21 17:17:00,7.68,normal,2026-01-21 20:00:00
880,40,2026-01-21,2026-01-21 09:07:00,2026-01-21 18:06:00,8.98,normal,2026-01-21 20:00:00
881,41,2026-01-21,2026-01-21 09:35:00,2026-01-21 17:30:00,7.92,normal,2026-01-21 20:00:00
882,42,2026-01-21,2026-01-21 09:43:00,2026-01-21 18:08:00,8.41,normal,2026-01-21 20:00:00
883,43,2026-01-21,2026-01-21 09:18:00,2026-01-21 18:57:00,9.65,overtime,2026-01-21 20:00:00
884,44,2026-01-21,2026-01-21 09:27:00,2026-01-21 17:18:00,7.85,normal,2026-01-21 20:00:00
885,45,2026-01-21,2026-01-21 09:35:00,2026-01-21 17:02:00,7.45,normal,2026-01-21 20:00:00
886,46,2026-01-21,2026-01-21 09:04:00,2026-01-21 17:45:00,8.68,normal,2026-01-21 20:00:00
887,47,2026-01-21,2026-01-21 09:31:00,2026-01-21 18:23:00,8.87,normal,2026-01-21 20:00:00
888,48,2026-01-21,2026-01-21 09:00:00,2026-01-21 16:58:00,7.97,normal,2026-01-21 20:00:00
889,49,2026-01-21,,,0,absent,2026-01-21 20:00:00
890,50,2026-01-21,2026-01-21 09:02:00,2026-01-21 16:59:00,7.95,normal,2026-01-21 20:00:00
891,51,2026-01-21,2026-01-21 09:15:00,2026-01-21 16:27:00,7.2,late,2026-01-21 20:00:00
892,52,2026-01-21,2026-01-21 09:39:00,2026-01-21 17:07:00,7.46,normal,2026-01-21 20:00:00
893,53,2026-01-21,,,0,absent,2026-01-21 20:00:00
894,54,2026-01-21,2026-01-21 09:15:00,2026-01-21 18:04:00,8.81,normal,2026-01-21 20:00:00
895,55,2026-01-21,2026-01-21 09:26:00,2026-01-21 16:48:00,7.37,normal,2026-01-21 20:00:00
896,56,2026-01-21,2026-01-21 09:09:00,2026-01-21 17:11:00,8.04,normal,2026-01-21 20:00:00
897,57,2026-01-21,2026-01-21 09:27:00,2026-01-21 18:08:00,8.68,normal,2026-01-21 20:00:00
898,58,2026-01-21,2026-01-21 09:20:00,2026-01-21 18:05:00,8.74,normal,2026-01-21 20:00:00
899,59,2026-01-21,2026-01-21 09:02:00,2026-01-21 18:43:00,9.68,overtime,2026-01-21 20:00:00
900,60,2026-01-21,2026-01-21 09:31:00,2026-01-21 18:19:00,8.79,normal,2026-01-21 20:00:00
901,1,2026-01-22,2026-01-22 09:08:00,2026-01-22 17:35:00,8.45,normal,2026-01-22 20:00:00
902,2,2026-01-22,2026-01-22 09:43:00,2026-01-22 18:17:00,8.57,normal,2026-01-22 20:00:00
903,3,2026-01-22,2026-01-22 09:14:00,2026-01-22 16:54:00,7.67,normal,2026-01-22 20:00:00
904,4,2026-01-22,2026-01-22 09:18:00,2026-01-22 17:43:00,8.41,normal,2026-01-22 20:00:00
905,5,2026-01-22,2026-01-22 09:05:00,2026-01-22 17:46:00,8.69,normal,2026-01-22 20:00:00
906,6,2026-01-22,2026-01-22 09:24:00,2026-01-22 17:42:00,8.31,normal,2026-01-22 20:00:00
907,7,2026-01-22,2026-01-22 09:06:00,2026-01-22 17:18:00,8.19,normal,2026-01-22 20:00:00
908,8,2026-01-22,2026-01-22 09:27:00,2026-01-22 18:02:00,8.58,normal,2026-01-22 20:00:00
909,9,2026-01-22,2026-01-22 09:04:00,2026-01-22 17:17:00,8.22,normal,2026-01-22 20:00:00
910,10,2026-01-22,2026-01-22 09:19:00,2026-01-22 18:17:00,8.97,normal,2026-01-22 20:00:00
911,11,2026-01-22,2026-01-22 09:27:00,2026-01-22 17:00:00,7.55,normal,2026-01-22 20:00:00
912,12,2026-01-22,2026-01-22 09:27:00,2026-01-22 18:00:00,8.55,normal,2026-01-22 20:00:00
913,13,2026-01-22,2026-01-22 09:06:00,2026-01-22 18:01:00,8.92,normal,2026-01-22 20:00:00
914,14,2026-01-22,,,0,absent,2026-01-22 20:00:00
915,15,2026-01-22,2026-01-22 09:15:00,2026-01-22 17:31:00,8.27,normal,2026-01-22 20:00:00
916,16,2026-01-22,2026-01-22 09:14:00,2026-01-22 17:11:00,7.95,normal,2026-01-22 20:00:00
917,17,2026-01-22,2026-01-22 09:29:00,2026-01-22 18:37:00,9.13,overtime,2026-01-22 20:00:00
918,18,2026-01-22,2026-01-22 09:08:00,2026-01-22 16:45:00,7.62,normal,2026-01-22 20:00:00
919,19,2026-01-22,2026-01-22 09:12:00,2026-01-22 17:12:00,7.99,normal,2026-01-22 20:00:00
920,20,2026-01-22,2026-01-22 09:43:00,2026-01-22 18:18:00,8.59,normal,2026-01-22 20:00:00
921,21,2026-01-22,2026-01-22 09:10:00,2026-01-22 17:00:00,7.83,normal,2026-01-22 20:00:00
922,22,2026-01-22,2026-01-22 09:40:00,2026-01-22 16:47:00,7.12,normal,2026-01-22 20:00:00
923,23,2026-01-22,2026-01-22 09:32:00,2026-01-22 19:06:00,9.56,overtime,2026-01-22 20:00:00
924,24,2026-01-22,2026-01-22 09:04:00,2026-01-22 18:14:00,9.17,overtime,2026-01-22 20:00:00
925,25,2026-01-22,,,0,absent,2026-01-22 20:00:00
926,26,2026-01-22,2026-01-22 09:01:00,2026-01-22 14:47:00,5.76,late,2026-01-22 20:00:00
927,27,2026-01-22,2026-01-22 09:13:00,2026-01-22 16:59:00,7.77,normal,2026-01-22 20:00:00
928,28,2026-01-22,2026-01-22 09:44:00,2026-01-22 17:48:00,8.07,normal,2026-01-22 20:00:00
929,29,2026-01-22,2026-01-22 09:26:00,2026-01-22 18:55:00,9.48,overtime,2026-01-22 20:00:00
930,30,2026-01-22,2026-01-22 09:30:00,2026-01-22 18:26:00,8.93,normal,2026-01-22 20:00:00
931,31,2026-01-22,2026-01-22 09:03:00,2026-01-22 16:13:00,7.16,normal,2026-01-22 20:00:00
932,32,2026-01-22,2026-01-22 09:03:00,2026-01-22 17:49:00,8.77,normal,2026-01-22 20:00:00
933,33,2026-01-22,2026-01-22 09:22:00,2026-01-22 16:36:00,7.24,normal,2026-01-22 20:00:00
934,34,2026-01-22,2026-01-22 09:36:00,2026-01-22 18:05:00,8.49,normal,2026-01-22 20:00:00
935,35,2026-01-22,2026-01-22 09:22:00,2026-01-22 18:01:00,8.66,normal,2026-01-22 20:00:00
936,36,2026-01-22,2026-01-22 09:20:00,2026-01-22 17:14:00,7.9,normal,2026-01-22 20:00:00
937,37,2026-01-22,2026-01-22 09:06:00,2026-01-22 17:03:00,7.95,normal,2026-01-22 20:00:00
938,38,2026-01-22,2026-01-22 09:26:00,2026-01-22 17:57:00,8.52,normal,2026-01-22 20:00:00
939,39,2026-01-22,2026-01-22 09:01:00,2026-01-22 14:48:00,5.79,late,2026-01-22 20:00:00
940,40,2026-01-22,2026-01-22 09:43:00,2026-01-22 17:57:00,8.24,normal,2026-01-22 20:00:00
941,41,2026-01-22,2026-01-22 09:18:00,2026-01-22 18:17:00,8.98,normal,2026-01-22 20:00:00
942,42,2026-01-22,2026-01-22 09:08:00,2026-01-22 18:31:00,9.39,overtime,2026-01-22 20:00:00
943,43,2026-01-22,2026-01-22 09:39:00,2026-01-22 17:31:00,7.87,normal,2026-01-22 20:00:00
944,44,2026-01-22,2026-01-22 09:13:00,2026-01-22 18:14:00,9.01,overtime,2026-01-22 20:00:00
945,45,2026-01-22,2026-01-22 09:43:00,2026-01-22 17:27:00,7.74,normal,2026-01-22 20:00:00
946,46,2026-01-22,2026-01-22 09:30:00,2026-01-22 16:59:00,7.48,normal,2026-01-22 20:00:00
947,47,2026-01-22,2026-01-22 09:07:00,2026-01-22 17:30:00,8.38,normal,2026-01-22 20:00:00
948,48,2026-01-22,2026-01-22 09:06:00,2026-01-22 16:48:00,7.69,normal,2026-01-22 20:00:00
949,49,2026-01-22,2026-01-22 09:35:00,2026-01-22 16:11:00,6.61,late,2026-01-22 20:00:00
950,50,2026-01-22,2026-01-22 09:19:00,2026-01-22 16:38:00,7.31,normal,2026-01-22 20:00:00
951,51,2026-01-22,2026-01-22 09:03:00,2026-01-22 17:32:00,8.49,normal,2026-01-22 20:00:00
952,52,2026-01-22,2026-01-22 09:03:00,2026-01-22 17:58:00,8.92,normal,2026-01-22 20:00:00
953,53,2026-01-22,2026-01-22 09:35:00,2026-01-22 16:37:00,7.04,normal,2026-01-22 20:00:00
954,54,2026-01-22,2026-01-22 09:06:00,2026-01-22 16:46:00,7.67,normal,2026-01-22 20:00:00
955,55,2026-01-22,2026-01-22 09:14:00,2026-01-22 16:38:00,7.4,normal,2026-01-22 20:00:00
956,56,2026-01-22,2026-01-22 09:23:00,2026-01-22 16:31:00,7.14,normal,2026-01-22 20:00:00
957,57,2026-01-22,2026-01-22 09:05:00,2026-01-22 17:56:00,8.84,normal,2026-01-22 20:00:00
958,58,2026-01-22,2026-01-22 09:44:00,2026-01-22 17:49:00,8.09,normal,2026-01-22 20:00:00
959,59,2026-01-22,2026-01-22 09:28:00,2026-01-22 19:12:00,9.74,overtime,2026-01-22 20:00:00
960,60,2026-01-22,2026-01-22 09:19:00,2026-01-22 17:44:00,8.42,normal,2026-01-22 20:00:00
961,1,2026-01-23,2026-01-23 09:13:00,2026-01-23 17:25:00,8.2,normal,2026-01-23 20:00:00
962,2,2026-01-23,2026-01-23 09:39:00,2026-01-23 17:54:00,8.26,normal,2026-01-23 20:00:00
963,3,2026-01-23,2026-01-23 09:17:00,2026-01-23 17:16:00,7.99,normal,2026-01-23 20:00:00
964,4,2026-01-23,2026-01-23 09:21:00,2026-01-23 17:33:00,8.2,normal,2026-01-23 20:00:00
965,5,2026-01-23,2026-01-23 09:33:00,2026-01-23 15:49:00,6.27,late,2026-01-23 20:00:00
966,6,2026-01-23,2026-01-23 09:10:00,2026-01-23 18:05:00,8.91,normal,2026-01-23 20:00:00
967,7,2026-01-23,2026-01-23 09:44:00,2026-01-23 17:02:00,7.31,normal,2026-01-23 20:00:00
968,8,2026-01-23,2026-01-23 09:39:00,2026-01-23 17:01:00,7.37,normal,2026-01-23 20:00:00
969,9,2026-01-23,2026-01-23 09:29:00,2026-01-23 16:35:00,7.09,late,2026-01-23 20:00:00
970,10,2026-01-23,2026-01-23 09:10:00,2026-01-23 17:02:00,7.87,normal,2026-01-23 20:00:00
971,11,2026-01-23,2026-01-23 09:07:00,2026-01-23 17:28:00,8.35,normal,2026-01-23 20:00:00
972,12,2026-01-23,2026-01-23 09:39:00,2026-01-23 18:29:00,8.84,normal,2026-01-23 20:00:00
973,13,2026-01-23,2026-01-23 09:14:00,2026-01-23 16:55:00,7.68,normal,2026-01-23 20:00:00
974,14,2026-01-23,2026-01-23 09:35:00,2026-01-23 17:16:00,7.68,normal,2026-01-23 20:00:00
975,15,2026-01-23,2026-01-23 09:06:00,2026-01-23 16:14:00,7.13,normal,2026-01-23 20:00:00
976,16,2026-01-23,2026-01-23 09:23:00,2026-01-23 17:32:00,8.15,normal,2026-01-23 20:00:00
977,17,2026-01-23,2026-01-23 09:07:00,2026-01-23 14:48:00,5.69,late,2026-01-23 20:00:00
978,18,2026-01-23,2026-01-23 09:20:00,2026-01-23 16:07:00,6.78,late,2026-01-23 20:00:00
979,19,2026-01-23,2026-01-23 09:19:00,2026-01-23 17:42:00,8.38,normal,2026-01-23 20:00:00
980,20,2026-01-23,2026-01-23 09:36:00,2026-01-23 19:50:00,10.23,overtime,2026-01-23 20:00:00
981,21,2026-01-23,2026-01-23 09:18:00,2026-01-23 20:36:00,11.3,overtime,2026-01-23 20:00:00
