id,project_id,assignee_id,title,status,priority,estimated_hours,actual_hours,due_date,completed_at,created_at
238,5,1,会议纪要结构化系统-接口开发-238,done,urgent,23.44,21.35,2026-04-20,2026-04-17,2026-04-11 09:00:00
239,10,48,实时消息推送平台-页面联调-239,in_progress,medium,21.37,3.33,2026-04-05,,2026-03-18 09:00:00
240,6,8,数据质量监控平台-指标看板-240,blocked,urgent,15.35,11.84,2026-04-07,,2026-03-17 09:00:00
241,6,37,数据质量监控平台-模型评估-241,todo,medium,6.74,4.96,2026-05-27,,2026-05-07 09:00:00
242,4,24,项目进度管理平台-日志分析-242,done,urgent,26.27,18.53,2026-02-16,2026-02-16,2026-02-02 09:00:00
243,3,51,智能考勤分析系统-权限控制-243,review,low,15.16,6.14,2026-03-28,,2026-03-22 09:00:00
244,11,38,用户行为分析系统-需求梳理-244,in_progress,urgent,25.34,13.95,2026-05-23,,2026-05-10 09:00:00
245,11,2,用户行为分析系统-接口开发-245,done,low,24.11,28.39,2026-04-15,2026-04-11,2026-04-07 09:00:00
246,11,1,用户行为分析系统-指标看板-246,blocked,medium,19.52,10.91,2026-07-09,,2026-06-28 09:00:00
247,3,4,智能考勤分析系统-日志分析-247,done,low,31.41,26.62,2026-03-05,2026-03-01,2026-02-07 09:00:00
248,3,43,智能考勤分析系统-测试用例-248,blocked,low,28.29,2.22,2025-12-26,,2025-12-14 09:00:00
249,11,25,用户行为分析系统-接口开发-249,in_progress,low,29.58,15.09,2026-06-24,,2026-05-28 09:00:00
250,5,15,会议纪要结构化系统-页面联调-250,done,urgent,28.5,35.08,2026-03-15,2026-03-15,2026-02-16 09:00:00
251,11,2,用户行为分析系统-部署配置-251,review,low,18.64,5.31,2026-06-05,,2026-05-30 09:00:00
252,4,49,项目进度管理平台-页面联调-252,done,high,19.43,15.69,2026-04-12,2026-04-12,2026-04-06 09:00:00
253,7,60,实验室资源调度系统-日志分析-253,done,high,3.4,2.91,2026-04-26,2026-04-22,2026-04-09 09:00:00
254,10,12,实时消息推送平台-日志分析-254,in_progress,urgent,24.24,23.01,2026-07-06,,2026-06-11 09:00:00
255,10,39,实时消息推送平台-测试用例-255,review,low,26.59,9.03,2026-03-30,,2026-03-25 09:00:00
256,7,56,实验室资源调度系统-部署配置-256,review,low,28.88,16.9,2026-03-28,,2026-03-13 09:00:00
257,12,41,数据查询 Agent 平台-权限控制-257,review,high,24.95,1.72,2026-07-06,,2026-06-10 09:00:00
258,8,35,任务协同分析平台-部署配置-258,done,medium,19.72,27.13,2026-06-23,2026-06-23,2026-05-30 09:00:00
259,6,59,数据质量监控平台-部署配置-259,review,medium,14.38,12.5,2026-02-15,,2026-02-12 09:00:00
260,10,45,实时消息推送平台-接口开发-260,todo,urgent,22.05,13.41,2026-06-16,,2026-05-21 09:00:00
261,9,10,知识库问答系统-需求梳理-261,in_progress,urgent,9.43,3.07,2026-04-01,,2026-03-18 09:00:00
262,4,11,项目进度管理平台-权限控制-262,in_progress,high,8.74,1.32,2026-01-07,,2025-12-21 09:00:00
263,8,33,任务协同分析平台-数据同步-263,blocked,medium,7.76,7.1,2026-03-25,,2026-03-17 09:00:00
264,2,7,设备使用监控系统-接口开发-264,in_progress,urgent,5.62,4.67,2026-03-12,,2026-03-02 09:00:00
265,5,13,会议纪要结构化系统-需求梳理-265,todo,low,22.51,12.6,2026-04-18,,2026-03-31 09:00:00
266,11,32,用户行为分析系统-模型评估-266,done,medium,16.93,24.12,2026-04-11,2026-04-07,2026-03-23 09:00:00
267,5,9,会议纪要结构化系统-数据同步-267,todo,high,17.78,5.38,2026-04-08,,2026-03-27 09:00:00
268,2,50,设备使用监控系统-页面联调-268,in_progress,low,10.68,8.26,2026-01-24,,2026-01-04 09:00:00
269,4,11,项目进度管理平台-数据同步-269,blocked,urgent,7.56,2.01,2026-04-08,,2026-04-01 09:00:00
270,8,33,任务协同分析平台-接口开发-270,blocked,medium,24.4,15.67,2026-04-29,,2026-04-10 09:00:00
271,11,28,用户行为分析系统-模型评估-271,done,urgent,26.01,25.98,2026-06-12,2026-06-08,2026-05-18 09:00:00
272,4,2,项目进度管理平台-需求梳理-272,done,urgent,12.35,14.21,2026-04-21,2026-04-17,2026-04-05 09:00:00
273,3,9,智能考勤分析系统-权限控制-273,in_progress,low,6.53,5.33,2026-01-07,,2026-01-01 09:00:00
274,1,54,科研工效分析平台-权限控制-274,blocked,urgent,4.01,1.18,2025-11-18,,2025-11-02 09:00:00
275,11,20,用户行为分析系统-日志分析-275,blocked,high,6.73,1.31,2026-06-21,,2026-06-03 09:00:00
276,1,59,科研工效分析平台-指标看板-276,in_progress,medium,20.8,3.84,2025-11-20,,2025-11-05 09:00:00
277,11,39,用户行为分析系统-接口开发-277,done,high,18.43,15.59,2026-06-23,2026-06-22,2026-06-01 09:00:00
278,9,35,知识库问答系统-日志分析-278,done,high,21.87,25.44,2026-03-25,2026-03-23,2026-03-07 09:00:00
279,3,22,智能考勤分析系统-日志分析-279,done,medium,30.65,33.01,2026-02-12,2026-02-08,2026-01-17 09:00:00
280,8,3,任务协同分析平台-接口开发-280,review,low,15.05,11.71,2026-04-12,,2026-04-07 09:00:00
281,2,49,设备使用监控系统-指标看板-281,blocked,low,4.94,2.75,2026-03-09,,2026-02-28 09:00:00
282,11,27,用户行为分析系统-数据同步-282,in_progress,medium,22.39,9.17,2026-05-01,,2026-04-14 09:00:00
283,6,22,数据质量监控平台-接口开发-283,todo,high,7.54,1.78,2026-04-03,,2026-03-21 09:00:00
284,6,42,数据质量监控平台-接口开发-284,review,low,29.55,6.63,2026-02-24,,2026-02-05 09:00:00
285,1,59,科研工效分析平台-页面联调-285,in_progress,urgent,17.62,9.51,2026-02-02,,2026-01-22 09:00:00
286,1,50,科研工效分析平台-权限控制-286,in_progress,low,28.83,25.85,2025-12-16,,2025-12-03 09:00:00
287,8,42,任务协同分析平台-页面联调-287,blocked,urgent,4.04,3.56,2026-04-10,,2026-04-07 09:00:00
288,1,39,科研工效分析平台-部署配置-288,review,low,16.92,11.27,2025-12-31,,2025-12-25 09:00:00
289,4,7,项目进度管理平台-接口开发-289,review,medium,21.94,9.6,2026-01-11,,2026-01-04 09:00:00
290,7,50,实验室资源调度系统-需求梳理-290,todo,medium,29.94,23.58,2026-02-04,,2026-01-29 09:00:00
291,4,35,项目进度管理平台-指标看板-291,in_progress,medium,31.62,21.22,2026-03-12,,2026-03-04 09:00:00
292,3,17,智能考勤分析系统-测试用例-292,done,medium,15.82,16.25,2026-03-05,2026-03-05,2026-02-26 09:00:00
293,6,37,数据质量监控平台-接口开发-293,review,urgent,15.05,11.06,2026-03-08,,2026-02-09 09:00:00
294,9,10,知识库问答系统-权限控制-294,done,high,18.8,16.96,2026-03-06,2026-03-02,2026-02-27 09:00:00
295,5,52,会议纪要结构化系统-模型评估-295,blocked,low,28.74,14.74,2026-03-13,,2026-02-20 09:00:00
296,12,8,数据查询 Agent 平台-模型评估-296,todo,urgent,22.67,1.85,2026-04-10,,2026-03-29 09:00:00
297,10,12,实时消息推送平台-页面联调-297,in_progress,medium,19.59,12.72,2026-04-10,,2026-03-30 09:00:00
298,6,56,数据质量监控平台-接口开发-298,in_progress,medium,18.98,9.97,2026-03-02,,2026-02-05 09:00:00
299,12,39,数据查询 Agent 平台-模型评估-299,done,high,23.08,26.08,2026-07-10,2026-07-06,2026-06-22 09:00:00
300,3,22,智能考勤分析系统-部署配置-300,review,low,10.91,9.73,2025-12-23,,2025-12-10 09:00:00
301,9,1,知识库问答系统-权限控制-301,todo,urgent,27.73,26.35,2026-05-25,,2026-05-17 09:00:00
302,5,56,会议纪要结构化系统-指标看板-302,in_progress,high,14.13,11.68,2026-04-28,,2026-04-25 09:00:00
303,12,33,数据查询 Agent 平台-需求梳理-303,todo,high,6.61,2.7,2026-04-24,,2026-04-17 09:00:00
304,8,35,任务协同分析平台-日志分析-304,todo,medium,27.3,23.39,2026-05-13,,2026-05-07 09:00:00
305,3,51,智能考勤分析系统-部署配置-305,blocked,medium,26,14.38,2026-02-22,,2026-02-11 09:00:00
306,12,37,数据查询 Agent 平台-模型评估-306,in_progress,medium,5.27,3.5,2026-04-25,,2026-04-18 09:00:00
307,9,1,知识库问答系统-页面联调-307,in_progress,urgent,17.33,2.45,2026-03-25,,2026-03-07 09:00:00
308,11,1,用户行为分析系统-模型评估-308,todo,high,12.67,3.18,2026-04-11,,2026-03-18 09:00:00
309,3,17,智能考勤分析系统-接口开发-309,done,high,30.79,23.64,2026-03-14,2026-03-12,2026-02-17 09:00:00
310,10,32,实时消息推送平台-部署配置-310,todo,low,26.04,3.11,2026-06-13,,2026-06-10 09:00:00
311,1,39,科研工效分析平台-接口开发-311,todo,medium,4.15,0.84,2026-01-19,,2026-01-02 09:00:00
312,7,26,实验室资源调度系统-数据同步-312,done,medium,26.56,21.8,2026-04-09,2026-04-08,2026-03-22 09:00:00
313,1,54,科研工效分析平台-权限控制-313,review,high,14,7.98,2026-02-09,,2026-02-04 09:00:00
314,8,55,任务协同分析平台-日志分析-314,done,low,4.35,3.19,2026-04-21,2026-04-20,2026-04-02 09:00:00
315,10,48,实时消息推送平台-权限控制-315,in_progress,urgent,30.8,5.92,2026-04-18,,2026-03-25 09:00:00
316,4,3,项目进度管理平台-数据同步-316,todo,low,26.57,7.47,2026-02-19,,2026-02-05 09:00:00
317,2,31,设备使用监控系统-页面联调-317,blocked,high,19.2,1.44,2025-12-22,,2025-12-19 09:00:00
318,7,56,实验室资源调度系统-数据同步-318,todo,high,4.96,2.43,2026-03-01,,2026-02-10 09:00:00
319,4,7,项目进度管理平台-接口开发-319,in_progress,high,28.13,22.51,2025-12-17,,2025-12-10 09:00:00
320,4,49,项目进度管理平台-页面联调-320,in_progress,low,30.41,22.33,2026-03-30,,2026-03-27 09:00:00
321,4,24,项目进度管理平台-日志分析-321,todo,urgent,7.02,4.43,2025-12-28,,2025-12-13 09:00:00
322,8,11,任务协同分析平台-页面联调-322,review,urgent,28.28,1.53,2026-05-21,,2026-05-15 09:00:00
323,9,10,知识库问答系统-数据同步-323,done,urgent,23.49,18.78,2026-04-04,2026-04-02,2026-03-29 09:00:00
324,11,12,用户行为分析系统-数据同步-324,done,low,13.26,10.24,2026-05-27,2026-05-26,2026-05-10 09:00:00
325,4,7,项目进度管理平台-模型评估-325,in_progress,medium,16.09,6.88,2026-01-28,,2026-01-07 09:00:00
326,11,46,用户行为分析系统-日志分析-326,review,medium,4.29,2.32,2026-05-08,,2026-04-29 09:00:00
327,1,59,科研工效分析平台-部署配置-327,done,high,10.07,9.94,2026-01-04,2026-01-01,2025-12-12 09:00:00
328,9,35,知识库问答系统-数据同步-328,review,medium,13.75,1.7,2026-04-16,,2026-03-27 09:00:00
329,1,40,科研工效分析平台-页面联调-329,todo,low,9.52,0.92,2026-03-01,,2026-02-15 09:00:00
330,11,12,用户行为分析系统-接口开发-330,todo,high,10.79,9.44,2026-06-05,,2026-05-17 09:00:00
331,12,37,数据查询 Agent 平台-权限控制-331,in_progress,medium,12.33,9.13,2026-05-28,,2026-05-18 09:00:00
332,6,8,数据质量监控平台-页面联调-332,review,urgent,12.48,8.75,2026-04-05,,2026-03-22 09:00:00
333,3,43,智能考勤分析系统-需求梳理-333,todo,medium,10.49,3.64,2026-01-22,,2025-12-31 09:00:00
334,3,9,智能考勤分析系统-模型评估-334,review,high,26.8,2.63,2026-02-12,,2026-01-21 09:00:00
335,8,21,任务协同分析平台-部署配置-335,in_progress,medium,16.11,0.48,2026-03-30,,2026-03-03 09:00:00
336,11,41,用户行为分析系统-日志分析-336,review,urgent,25.69,5.34,2026-04-19,,2026-03-23 09:00:00
337,5,35,会议纪要结构化系统-接口开发-337,blocked,low,25.85,6.97,2026-05-16,,2026-04-27 09:00:00
338,5,18,会议纪要结构化系统-权限控制-338,in_progress,urgent,23.01,16.59,2026-04-29,,2026-04-05 09:00:00
339,11,1,用户行为分析系统-测试用例-339,done,medium,2.16,2.85,2026-04-15,2026-04-11,2026-03-23 09:00:00
340,12,5,数据查询 Agent 平台-测试用例-340,todo,low,27.3,12.97,2026-06-08,,2026-05-26 09:00:00
341,2,14,设备使用监控系统-日志分析-341,in_progress,low,11.34,8.4,2025-12-04,,2025-11-29 09:00:00
342,8,22,任务协同分析平台-指标看板-342,done,high,17.52,22.22,2026-03-01,2026-02-27,2026-02-19 09:00:00
343,11,46,用户行为分析系统-数据同步-343,todo,low,9.3,9.08,2026-07-12,,2026-06-15 09:00:00
344,8,31,任务协同分析平台-模型评估-344,in_progress,low,14.32,7.15,2026-04-02,,2026-03-23 09:00:00
345,12,48,数据查询 Agent 平台-模型评估-345,done,urgent,12.63,16.68,2026-07-16,2026-07-16,2026-07-08 09:00:00
346,10,30,实时消息推送平台-日志分析-346,done,medium,5.79,7.11,2026-03-26,2026-03-26,2026-03-17 09:00:00
347,7,60,实验室资源调度系统-接口开发-347,todo,low,30.78,5.57,2026-05-03,,2026-04-20 09:00:00
348,5,52,会议纪要结构化系统-模型评估-348,done,high,12.19,14.56,2026-01-23,2026-01-20,2025-12-30 09:00:00
349,2,49,设备使用监控系统-模型评估-349,in_progress,medium,16.98,5.26,2026-03-29,,2026-03-14 09:00:00
350,4,3,项目进度管理平台-模型评估-350,blocked,medium,29.11,7.49,2026-02-09,,2026-01-18 09:00:00
351,10,25,实时消息推送平台-数据同步-351,in_progress,urgent,26.12,4.82,2026-03-20,,2026-02-23 09:00:00
352,3,9,智能考勤分析系统-部署配置-352,todo,high,12.33,6.1,2026-04-15,,2026-03-28 09:00:00
353,10,30,实时消息推送平台-指标看板-353,blocked,low,3.75,0.53,2026-06-18,,2026-06-13 09:00:00
354,6,8,数据质量监控平台-测试用例-354,blocked,medium,22.48,13.47,2026-02-10,,2026-01-14 09:00:00
355,5,18,会议纪要结构化系统-数据同步-355,blocked,high,23.31,17.09,2026-03-20,,2026-02-22 09:00:00
356,5,35,会议纪要结构化系统-模型评估-356,done,low,10.73,9.56,2026-02-26,2026-02-24,2026-02-18 09:00:00
357,7,28,实验室资源调度系统-测试用例-357,blocked,medium,7.06,3.5,2026-05-17,,2026-05-04 09:00:00
358,9,35,知识库问答系统-指标看板-358,blocked,low,18.4,2.62,2026-05-25,,2026-05-17 09:00:00
359,6,42,数据质量监控平台-日志分析-359,in_progress,medium,19.03,4.16,2026-02-19,,2026-02-12 09:00:00
360,11,25,用户行为分析系统-部署配置-360,review,medium,20.78,15.96,2026-07-02,,2026-06-16 09:00:00
361,3,4,智能考勤分析系统-测试用例-361,review,urgent,29.53,18.52,2026-01-01,,2025-12-14 09:00:00
362,8,36,任务协同分析平台-页面联调-362,in_progress,medium,16.02,4.37,2026-02-25,,2026-02-20 09:00:00
363,2,31,设备使用监控系统-页面联调-363,blocked,low,20.66,18.38,2026-02-23,,2026-02-15 09:00:00
364,7,26,实验室资源调度系统-需求梳理-364,todo,medium,5.03,1.43,2026-05-30,,2026-05-16 09:00:00
365,12,5,数据查询 Agent 平台-权限控制-365,todo,urgent,24.73,22,2026-06-16,,2026-06-03 09:00:00
366,7,60,实验室资源调度系统-部署配置-366,blocked,high,21.55,4.46,2026-04-06,,2026-03-10 09:00:00
367,6,59,数据质量监控平台-日志分析-367,done,medium,12.02,12.77,2026-05-02,2026-04-29,2026-04-24 09:00:00
368,7,28,实验室资源调度系统-权限控制-368,blocked,low,5.78,4.45,2026-02-26,,2026-02-03 09:00:00
369,11,25,用户行为分析系统-日志分析-369,blocked,high,10.15,3.37,2026-04-01,,2026-03-21 09:00:00
370,5,47,会议纪要结构化系统-权限控制-370,blocked,high,12.37,7.27,2026-03-24,,2026-02-28 09:00:00
371,6,58,数据质量监控平台-日志分析-371,todo,urgent,6.51,5.36,2026-04-06,,2026-04-01 09:00:00
372,6,22,数据质量监控平台-模型评估-372,in_progress,medium,26.7,11.08,2026-04-02,,2026-03-27 09:00:00
373,3,43,智能考勤分析系统-模型评估-373,blocked,urgent,10.1,8.82,2026-02-21,,2026-02-14 09:00:00
374,3,45,智能考勤分析系统-接口开发-374,todo,low,8.15,7.18,2025-12-30,,2025-12-16 09:00:00
375,12,33,数据查询 Agent 平台-指标看板-375,in_progress,low,12.99,0.26,2026-07-03,,2026-06-12 09:00:00
376,5,52,会议纪要结构化系统-数据同步-376,done,high,17.86,12.99,2026-04-30,2026-04-29,2026-04-14 09:00:00
377,12,37,数据查询 Agent 平台-权限控制-377,blocked,urgent,27.14,19.56,2026-08-04,,2026-07-20 09:00:00
378,2,31,设备使用监控系统-页面联调-378,review,medium,26.54,16.07,2026-02-18,,2026-01-22 09:00:00
379,12,33,数据查询 Agent 平台-日志分析-379,in_progress,urgent,7.24,6.92,2026-05-17,,2026-05-05 09:00:00
380,11,22,用户行为分析系统-日志分析-380,review,low,21.76,9.26,2026-05-14,,2026-04-26 09:00:00
381,5,18,会议纪要结构化系统-指标看板-381,review,medium,19.64,9.8,2026-02-05,,2026-01-27 09:00:00
382,6,37,数据质量监控平台-部署配置-382,blocked,high,13.22,7.42,2026-02-02,,2026-01-15 09:00:00
383,8,3,任务协同分析平台-接口开发-383,done,high,23.11,33.12,2026-05-27,2026-05-24,2026-05-04 09:00:00
384,1,54,科研工效分析平台-数据同步-384,blocked,low,23.74,22.01,2026-01-07,,2025-12-20 09:00:00
385,2,53,设备使用监控系统-指标看板-385,review,low,6.45,4.53,2026-03-11,,2026-02-22 09:00:00
386,6,37,数据质量监控平台-模型评估-386,review,medium,6.93,4.13,2026-03-29,,2026-03-06 09:00:00
387,4,49,项目进度管理平台-页面联调-387,review,urgent,18.71,18.24,2026-02-28,,2026-02-23 09:00:00
388,10,43,实时消息推送平台-模型评估-388,done,high,5.72,4.69,2026-05-14,2026-05-13,2026-04-29 09:00:00
389,6,56,数据质量监控平台-日志分析-389,done,medium,30.85,38.62,2026-05-19,2026-05-19,2026-04-29 09:00:00
390,10,48,实时消息推送平台-指标看板-390,in_progress,low,11.75,1.11,2026-03-07,,2026-02-20 09:00:00
391,11,27,用户行为分析系统-部署配置-391,blocked,low,4.83,3.28,2026-07-31,,2026-07-08 09:00:00
392,10,43,实时消息推送平台-数据同步-392,review,medium,15.05,2,2026-05-25,,2026-05-13 09:00:00
393,4,3,项目进度管理平台-数据同步-393,in_progress,high,22.04,5.46,2026-02-10,,2026-01-31 09:00:00
394,6,22,数据质量监控平台-接口开发-394,blocked,urgent,28.46,18.37,2026-04-24,,2026-04-04 09:00:00
395,6,42,数据质量监控平台-需求梳理-395,done,high,29.67,34.94,2026-03-13,2026-03-10,2026-02-18 09:00:00
396,12,8,数据查询 Agent 平台-权限控制-396,done,urgent,12.27,9.16,2026-05-01,2026-04-28,2026-04-21 09:00:00
397,3,14,智能考勤分析系统-需求梳理-397,review,high,5.66,4.46,2026-01-05,,2025-12-10 09:00:00
398,6,56,数据质量监控平台-页面联调-398,in_progress,high,24.35,15.51,2026-02-14,,2026-02-01 09:00:00
399,12,41,数据查询 Agent 平台-页面联调-399,in_progress,urgent,12.08,4.84,2026-06-21,,2026-06-13 09:00:00
400,6,42,数据质量监控平台-模型评估-400,done,low,25.57,33.44,2026-05-26,2026-05-24,2026-05-06 09:00:00
401,11,27,用户行为分析系统-数据同步-401,review,high,29.59,20.6,2026-04-02,,2026-03-12 09:00:00
402,4,49,项目进度管理平台-指标看板-402,in_progress,high,29.82,10.05,2026-02-12,,2026-02-06 09:00:00
403,2,11,设备使用监控系统-测试用例-403,in_progress,low,15.67,4.81,2026-01-24,,2026-01-11 09:00:00
404,5,56,会议纪要结构化系统-数据同步-404,in_progress,urgent,3.97,0.32,2026-01-18,,2025-12-30 09:00:00
405,1,50,科研工效分析平台-指标看板-405,todo,urgent,28.85,19.67,2026-01-06,,2025-12-15 09:00:00
406,9,10,知识库问答系统-接口开发-406,in_progress,high,17.82,8.17,2026-05-27,,2026-05-17 09:00:00
407,11,46,用户行为分析系统-权限控制-407,done,low,10.42,15.3,2026-05-25,2026-05-25,2026-05-17 09:00:00
408,3,14,智能考勤分析系统-模型评估-408,in_progress,medium,27.92,7.75,2026-02-05,,2026-01-22 09:00:00
409,11,12,用户行为分析系统-需求梳理-409,done,medium,28.25,36.84,2026-06-29,2026-06-28,2026-06-15 09:00:00
410,9,42,知识库问答系统-页面联调-410,blocked,urgent,24.74,23.16,2026-03-24,,2026-03-01 09:00:00
411,8,33,任务协同分析平台-模型评估-411,todo,low,5.6,1.89,2026-04-26,,2026-04-13 09:00:00
412,3,14,智能考勤分析系统-部署配置-412,blocked,high,17.58,2.64,2026-02-23,,2026-01-27 09:00:00
413,7,28,实验室资源调度系统-部署配置-413,todo,high,14.11,11.55,2026-04-29,,2026-04-16 09:00:00
414,4,7,项目进度管理平台-部署配置-414,in_progress,urgent,25.72,14.39,2026-01-31,,2026-01-15 09:00:00
415,6,8,数据质量监控平台-指标看板-415,in_progress,high,17.03,7.7,2026-04-16,,2026-04-11 09:00:00
416,2,11,设备使用监控系统-日志分析-416,in_progress,urgent,21.58,10.71,2026-01-20,,2026-01-02 09:00:00
417,10,35,实时消息推送平台-模型评估-417,blocked,high,12.31,0.85,2026-05-18,,2026-05-12 09:00:00
418,2,31,设备使用监控系统-测试用例-418,done,high,28.32,34.86,2025-12-29,2025-12-28,2025-12-20 09:00:00
419,5,15,会议纪要结构化系统-测试用例-419,blocked,low,7.11,1.03,2026-03-16,,2026-02-20 09:00:00
420,9,1,知识库问答系统-模型评估-420,blocked,high,18.03,0.06,2026-06-11,,2026-05-17 09:00:00
